ventureid,typeofventure,retranscriber,perspectiveofsource,nationality,source,dateofprimarysource_str,nameoftheship,nameofthecaptain,nameofinvestor,nameofoutfitter,numberofvoyages,internalcrossref,voyageidintstd,placeofoutfitting,placeofpurchase,placeofdisembarkation,datedepartureportofoutfitt_str,datetradebeganinafrica_str,dateofdeparturefromafrica_str,datevesselarrivedwithenslave_str,datereturnportofoutfitting_str,numberofenslavedpurchased,numberofenslavedsold,shareoftheship,completedataonoutlays,completedataonreturns,profitsreportedinsource,FATEcol,variousremarks,length_in_days,departurefromportofoutfitt,dateofdeparturefromportofoutfitt,primarysource,dateofprimarysource,tradebeganinafrica,datetradebeganinafrica,departurefromafrica,dateofdeparturefromafrica,vesselarrivedwithenslave,datevesselarrivedwithenslave,returntoportofoutfitting,dateofreturntoportofoutfitting,yearofdeparturefromportofoutfit,yearofprimarysource,yeartradebeganinafrica,yearofdeparturefromafrica,yearvesselarrivedwithslaves,yearofreturntoportofoutfitting,yearmin,YEARAF_own,VOYAGEID
KR013,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",,Ada,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35188,Copenhagen,,,,,1776-08-28,1776-12,,145,142,1,no,no,,,"Additional sales reported for all Bargum ships see venture ID KR016. Data imputed on crew costs, outfitting costs.",,,,,,,,8,28aug1776,12,01dec1776,,,,,,1776,1776,,1776,1776,35188
KR014,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",,Quitta,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,,Copenhagen,,,,,,,,0,0,1,no,no,,4,Additional sales reported for all Bargum ships see venture ID KR016. Data imputed on trade cargo costs.,,,,,,,,,,,,,,,,,,,,,,
KR015,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2010, tables 1-7",,Fortuna,,,Bargum Trading Society,1,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35351,Copenhagen,,,,1774,1774-05-09,,,111,98,1,no,no,,,Additional sales reported for all Bargum ships see venture ID KR016.,,,,,,,01jul1774,5,09may1774,,,,,,,1774,1774,,,1774,1774,35351
KR016,Firm,Klas Rönnbäck,Firm,Danish,"Lauring 2010, table 8",,,,,Bargum Trading Society,15,KR001/KR002/KR003/KR004/KR005/KR006/KR007/KR008/KR009/KR010/KR011/KR012/KR013/KR014/KR015/KR016,35181/35178/35183/35184/35185/35180/24666/35189/35358/35344/35186/35187/35188/?/35351,,,,,,,,,,,,no,no,,4,Aditional slave and other sales reported collectively for all voyages KR001-KR015. These should thus be added to the return reported for the individual voyages.,,,,,,,,,,,,,,,,,,,,,,35181/35178/35183/35184/35185/35180/24666/35189/35358/35344/35186/35187/35188/?/35351
KR017,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2011, p. 66",,Christiansborg,,,,1,,35001,Copenhagen,,,1777-04-11,,,1778-05-24,,,,1,yes,yes,,,,,4,11apr1777,,,,,,,5,24may1778,,,1777,,,,1778,,1777,1778,35001
KR018,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2011, p. 66",,Fredensborg,,,,1,,35002,Copenhagen,,,1777-09-13,,,1779-02-10,,,,1,yes,yes,,,,,9,13sep1777,,,,,,,2,10feb1779,,,1777,,,,1779,,1777,1779,35002
KR019,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2011, p. 66",,Rio Volta,,,,1,,35003,Copenhagen,,,1777-11-03,,,1779-03-18,,,,1,yes,yes,,,,,11,03nov1777,,,,,,,3,18mar1779,,,1777,,,,1779,,1777,1779,35003
KR020,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2011, p. 66",,Accra,,,,1,,35004,Copenhagen,,,1778-08-21,,,1779-05-22,,,,1,yes,yes,,,,,8,21aug1778,,,,,,,5,22may1779,,,1778,,,,1779,,1778,1779,35004
KR021,Voyage,Klas Rönnbäck,Firm,Danish,"Lauring 2011, p. 66",,Ningo,,,,1,,35006,Copenhagen,,,1779-12-12,,,1780-08-29,,,,1,yes,yes,,,,,12,12dec1779,,,,,,,8,29aug1780,,,1779,,,,1780,,1779,1780,35006
KR054,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Amistad,,,,1,,14622,,,,1815,,,,,,572,1,yes,yes,209,,,,,01jul1815,,,,,,,,,,,1815,,,,,,1815,1816,14622
KR055,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Amistad,,,,1,,14742,,,,1817,,,,,,486,1,yes,yes,125,,,,,01jul1817,,,,,,,,,,,1817,,,,,,1817,1818,14742
KR056,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Gran turco,,,,1,,14790,,,,1817,,,,,,428,1,yes,yes,76,,,,,01jul1817,,,,,,,,,,,1817,,,,,,1817,1818,14790
KR057,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Diamante,,,,1,,14794,,,,1817,,,,,,316,1,yes,yes,45,,,,,01jul1817,,,,,,,,,,,1817,,,,,,1817,1818,14794
KR058,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Diamante,,,,1,,42334,,,,1818,,,,,,403,1,yes,yes,210,,,,,01jul1818,,,,,,,,,,,1818,,,,,,1818,1819,42334
KR059,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Nueva Amistad,,,,1,,14844,,,,1818,,,,,,616,1,yes,yes,111,,,,,01jul1818,,,,,,,,,,,1818,,,,,,1818,1819,14844
KR060,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Nueva Amistad,,,,1,,42278,,,,1819,,,,,,,1,yes,yes,-50,,,,,01jul1819,,,,,,,,,,,1819,,,,,,1819,1820,42278
KR061,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Campeador,,,,1,,41369,,,,1819,,,,,,459,1,yes,yes,112,,,,,01jul1819,,,,,,,,,,,1819,,,,,,1819,1820,41369
KR062,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Atalanta,,,,1,,42259,,,,1820,,,,,,613,1,yes,yes,113,,,,,01jul1820,,,,,,,,,,,1820,,,,,,1820,1821,42259
KR063,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Atalanta,,,,1,,125,,,,1820,,,,,,570,1,yes,yes,-22,,,,,01jul1820,,,,,,,,,,,1820,,,,,,1820,1821,125
KR064,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Juno,,,,1,,41368,,,,1821,,,,,,290,1,yes,yes,62,,,,,01jul1821,,,,,,,,,,,1821,,,,,,1821,1822,41368
KR065,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Merced,,,,1,,130,,,,1821,,,,,,307,1,yes,yes,133,,,,,01jul1821,,,,,,,,,,,1821,,,,,,1821,1822,130
KR066,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Fortuna,,,,1,,770,,,,1829,,,,,,206,1,with estimates,with estimates,55,,,,,01jul1829,,,,,,,,,,,1829,,,,,,1829,1830,770
KR067,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Nueva Amalia,,,,1,,942,,,,1829,,,,,,421,1,with estimates,with estimates,80,,,,,01jul1829,,,,,,,,,,,1829,,,,,,1829,1830,942
KR068,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Catalana,,,,1,,46903,,,,1829,,,,,,300,1,with estimates,with estimates,63,,,,,01jul1829,,,,,,,,,,,1829,,,,,,1829,1830,46903
KR069,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Águila,,,,1,,947,,,,1830,,,,,,444,1,with estimates,with estimates,42,,,,,01jul1830,,,,,,,,,,,1830,,,,,,1830,1831,947
KR070,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Catalana,,,,1,,961,,,,1830,,,,,,369,1,with estimates,with estimates,68,,,,,01jul1830,,,,,,,,,,,1830,,,,,,1830,1831,961
